Date,Home,Away,FTHG,FTAG,1 goal,2 goal,3 goal,4 goal,5 goal,6 goal,7 goal,8 goal,9 goal,10 goal,11 goal,12 goal
2009-05-09,Blackburn Rovers,Portsmouth,2,0,"(31, 0, 'Morten Gamst Pedersen')","(58, 0, 'Benni McCarthy')",,,,,,,,,,
2009-05-09,Bolton Wanderers,Sunderland,0,0,,,,,,,,,,,,
2009-05-09,Everton,Tottenham Hotspur,0,0,,,,,,,,,,,,
2009-05-09,Fulham,Aston Villa,3,1,"(6, 0, 'Danny Murphy')","(14, 1, 'Ashley Young')","(46, 0, 'Diomansy Kamara')","(60, 0, 'Diomansy Kamara')",,,,,,,,
2009-05-09,Hull City,Stoke City,1,2,"(41, 1, 'Ricardo Fuller')","(73, 1, 'Liam Lawrence')","(90, 0, 'Andy Dawson')",,,,,,,,,
2009-05-09,West Bromwich Albion,Wigan Athletic,3,1,"(8, 0, 'Marc Antoine Fortune')","(17, 1, 'Hugo Rodallega')","(59, 0, 'Chris Brunt')","(73, 0, 'Marc Antoine Fortune')",,,,,,,,
2009-05-09,West Ham United,Liverpool,0,3,"(2, 1, 'Steven Gerrard')","(38, 1, 'Steven Gerrard')","(84, 1, 'Ryan Babel')",,,,,,,,,
2009-05-10,Arsenal,Chelsea,1,4,"(28, 1, ' Alex')","(39, 1, 'Nicolas Anelka')","(49, 1, 'Kolo Toure')","(70, 0, 'Nicklas Bendtner')","(86, 1, 'Florent Malouda')",,,,,,,
2009-05-10,Manchester United,Manchester City,2,0,"(18, 0, 'Cristiano Ronaldo')","(45, 0, 'Carlos Tevez')",,,,,,,,,,
2009-05-11,Newcastle United,Middlesbrough,3,1,"(3, 1, 'Habib Beye')","(9, 0, 'Steven Taylor')","(71, 0, 'Obafemi Martins')","(86, 0, 'Peter Lovenkrands')",,,,,,,,
2009-05-13,Wigan Athletic,Manchester United,1,2,"(28, 0, 'Hugo Rodallega')","(61, 1, 'Carlos Tevez')","(86, 1, 'Michael Carrick')",,,,,,,,,
2009-05-16,Bolton Wanderers,Hull City,1,1,"(26, 0, 'Gretar Steinsson')","(47, 1, 'Craig Fagan')",,,,,,,,,,
2009-05-16,Everton,West Ham United,3,1,"(24, 1, 'Radoslav Kovac')","(38, 0, 'Louis Saha')","(48, 0, 'Joseph Yobo')","(76, 0, 'Louis Saha')",,,,,,,,
2009-05-16,Manchester United,Arsenal,0,0,,,,,,,,,,,,
2009-05-16,Middlesbrough,Aston Villa,1,1,"(14, 0, ' Tuncay Sanli')","(57, 1, 'John Carew')",,,,,,,,,,
2009-05-16,Newcastle United,Fulham,0,1,"(41, 1, 'Diomansy Kamara')",,,,,,,,,,,
2009-05-16,Stoke City,Wigan Athletic,2,0,"(69, 0, 'Ricardo Fuller')","(76, 0, 'James Beattie')",,,,,,,,,,
2009-05-16,Tottenham Hotspur,Manchester City,2,1,"(29, 0, 'Jermain Defoe')","(65, 1, 'Valery Bojinov')","(86, 0, 'Robbie Keane')",,,,,,,,,
2009-05-17,Chelsea,Blackburn Rovers,2,0,"(4, 0, 'Florent Malouda')","(59, 0, 'Nicolas Anelka')",,,,,,,,,,
2009-05-17,West Bromwich Albion,Liverpool,0,2,"(28, 1, 'Steven Gerrard')","(63, 1, 'Dirk Kuyt')",,,,,,,,,,
2009-05-18,Portsmouth,Sunderland,3,1,"(59, 1, 'Kenwyne Jones')","(60, 0, 'John Utaka')","(68, 0, 'Phil Bardsley')","(88, 0, 'Armand Traore')",,,,,,,,
2009-05-24,Arsenal,Stoke City,4,1,"(10, 0, 'James Beattie')","(16, 0, 'Robin Van Persie')","(18, 0, 'Abou Diaby')","(31, 1, 'Ricardo Fuller')","(41, 0, 'Robin Van Persie')",,,,,,,
2009-05-24,Aston Villa,Newcastle United,1,0,"(38, 0, 'Damien Duff')",,,,,,,,,,,
2009-05-24,Blackburn Rovers,West Bromwich Albion,0,0,,,,,,,,,,,,
2009-05-24,Fulham,Everton,0,2,"(45, 1, 'Leon Osman')","(88, 1, 'Leon Osman')",,,,,,,,,,
2009-05-24,Hull City,Manchester United,0,1,"(24, 1, 'Darron Gibson')",,,,,,,,,,,
2009-05-24,Liverpool,Tottenham Hotspur,3,1,"(31, 0, 'Fernando Torres')","(64, 0, 'Alan Hutton')","(77, 1, 'Robbie Keane')","(81, 0, 'Yossi Benayoun')",,,,,,,,
2009-05-24,Manchester City,Bolton Wanderers,1,0,"(8, 0, 'Felipe Caicedo')",,,,,,,,,,,
2009-05-24,Sunderland,Chelsea,2,3,"(47, 1, 'Nicolas Anelka')","(53, 0, 'Kieran Richardson')","(74, 1, 'Salomon Kalou')","(86, 1, 'Ashley Cole')","(90, 0, 'Kenwyne Jones')",,,,,,,
2009-05-24,West Ham United,Middlesbrough,2,1,"(33, 0, 'Carlton Cole')","(50, 1, ""Gary O'Neil"")","(58, 0, 'Junior Stanislas')",,,,,,,,,
2009-05-24,Wigan Athletic,Portsmouth,1,0,"(26, 0, 'Hugo Rodallega')",,,,,,,,,,,
